File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD16A2GF_006_ET_500m_doy2000001_aid0001,ET_500m,aid0001,2000-01-01,1792.0,18.5,38.4,"(18.5,38.4)",25.4747768,2.8192617,7.9482366,27.4,29.1,26.4,18.5,23.675
MOD16A2GF_006_ET_500m_doy2000009_aid0001,ET_500m,aid0001,2000-01-09,1792.0,18.8,41.0,"(18.8,41.0)",26.3789062,3.1216824,9.744901,28.5,30.3,27.4,18.8,24.4
MOD16A2GF_006_ET_500m_doy2000017_aid0001,ET_500m,aid0001,2000-01-17,1792.0,19.7,44.0,"(19.7,44.0)",29.1518973,3.6575123,13.377396,31.6,38.3,30.5,20.1,27.0
MOD16A2GF_006_ET_500m_doy2000025_aid0001,ET_500m,aid0001,2000-01-25,1792.0,18.5,40.5,"(18.5,40.5)",26.918471,3.1543389,9.9498541,29.0,30.8,28.0,19.0,25.0
MOD16A2GF_006_ET_500m_doy2000033_aid0001,ET_500m,aid0001,2000-02-02,1792.0,19.3,42.3,"(19.3,42.3)",28.6361049,3.3286847,11.0801417,30.9,37.0,29.9,20.4,26.7
MOD16A2GF_006_ET_500m_doy2000041_aid0001,ET_500m,aid0001,2000-02-10,1792.0,16.1,35.1,"(16.1,35.1)",22.4623884,2.6376402,6.9571456,24.3,25.9,23.3,16.1,20.7
MOD16A2GF_006_ET_500m_doy2000049_aid0001,ET_500m,aid0001,2000-02-18,1792.0,17.5,40.6,"(17.5,40.6)",26.5012277,3.4540961,11.9307797,28.9,35.2,27.7,17.9,24.5
MOD16A2GF_006_ET_500m_doy2000057_aid0001,ET_500m,aid0001,2000-02-26,1792.0,16.8,38.1,"(16.8,38.1)",23.4890067,3.3917831,11.5041928,25.0,30.5,23.7,16.8,21.3
MOD16A2GF_006_ET_500m_doy2000065_aid0001,ET_500m,aid0001,2000-03-05,1792.0,15.3,47.4,"(15.3,47.4)",25.8836496,7.3213176,53.6016914,34.825,47.4,23.5,15.3,20.5
MOD16A2GF_006_ET_500m_doy2000073_aid0001,ET_500m,aid0001,2000-03-13,1792.0,16.3,48.2,"(16.3,48.2)",27.2027902,6.2603693,39.1922244,30.3,39.5,26.25,16.3,22.5
MOD16A2GF_006_ET_500m_doy2000081_aid0001,ET_500m,aid0001,2000-03-21,1792.0,15.4,46.0,"(15.4,46.0)",30.5563616,6.6193223,43.8154283,35.5,46.0,34.1,15.4,23.975
MOD16A2GF_006_ET_500m_doy2000089_aid0001,ET_500m,aid0001,2000-03-29,1792.0,16.6,40.5,"(16.6,40.5)",28.5279018,3.2671957,10.6745675,31.2,37.5,29.3,19.4,26.4
MOD16A2GF_006_ET_500m_doy2000097_aid0001,ET_500m,aid0001,2000-04-06,1792.0,18.8,48.0,"(18.8,48.0)",32.9663504,4.5231153,20.4585719,36.3,39.1,34.4,21.6,30.2
MOD16A2GF_006_ET_500m_doy2000105_aid0001,ET_500m,aid0001,2000-04-14,1792.0,18.8,40.8,"(18.8,40.8)",28.0345424,3.2943668,10.8528526,30.5,33.0,28.7,19.1,25.9
MOD16A2GF_006_ET_500m_doy2000113_aid0001,ET_500m,aid0001,2000-04-22,1792.0,14.9,39.8,"(14.9,39.8)",26.5859375,3.7892754,14.358608,29.6,33.3,27.4,16.4,23.9
MOD16A2GF_006_ET_500m_doy2000121_aid0001,ET_500m,aid0001,2000-04-30,1792.0,16.4,37.9,"(16.4,37.9)",26.2336496,3.5097299,12.3182036,28.9,36.9,26.9,16.4,23.5
MOD16A2GF_006_ET_500m_doy2000129_aid0001,ET_500m,aid0001,2000-05-08,1792.0,9.5,26.7,"(9.5,26.7)",18.0052455,2.5907126,6.7117917,20.1,26.0,18.2,10.1,16.0
MOD16A2GF_006_ET_500m_doy2000137_aid0001,ET_500m,aid0001,2000-05-16,1792.0,11.0,28.8,"(11.0,28.8)",18.5152344,3.2126246,10.3209565,21.3,28.8,18.75,11.0,15.8
MOD16A2GF_006_ET_500m_doy2000145_aid0001,ET_500m,aid0001,2000-05-24,1792.0,9.4,27.1,"(9.4,27.1)",18.8242746,3.7704335,14.2161686,22.2,27.1,19.9,9.4,15.4
MOD16A2GF_006_ET_500m_doy2000153_aid0001,ET_500m,aid0001,2000-06-01,1792.0,11.2,24.0,"(11.2,24.0)",16.397433,2.2373514,5.0057412,18.0,23.4,16.0,11.2,14.4
MOD16A2GF_006_ET_500m_doy2000161_aid0001,ET_500m,aid0001,2000-06-09,1792.0,11.6,26.1,"(11.6,26.1)",17.5907924,2.2429575,5.0308583,18.7,22.7,16.9,12.4,16.0
MOD16A2GF_006_ET_500m_doy2000169_aid0001,ET_500m,aid0001,2000-06-17,1792.0,9.6,24.1,"(9.6,24.1)",16.5239955,3.4427207,11.852326,19.9,24.1,17.3,9.6,13.1
MOD16A2GF_006_ET_500m_doy2000177_aid0001,ET_500m,aid0001,2000-06-25,1792.0,13.0,25.0,"(13.0,25.0)",17.0986607,2.6828819,7.1978553,19.5,25.0,16.2,13.0,14.7
MOD16A2GF_006_ET_500m_doy2000185_aid0001,ET_500m,aid0001,2000-07-03,1792.0,13.8,30.3,"(13.8,30.3)",18.9776228,2.8727235,8.2525406,21.0,25.7,18.7,13.8,16.5
MOD16A2GF_006_ET_500m_doy2000193_aid0001,ET_500m,aid0001,2000-07-11,1792.0,7.6,19.1,"(7.6,19.1)",13.4090402,2.6437884,6.9896169,15.4,19.1,13.5,7.6,11.2
MOD16A2GF_006_ET_500m_doy2000201_aid0001,ET_500m,aid0001,2000-07-19,1792.0,7.1,18.2,"(7.1,18.2)",12.7956473,2.3754095,5.6425703,14.6,18.2,12.8,7.1,10.9
MOD16A2GF_006_ET_500m_doy2000209_aid0001,ET_500m,aid0001,2000-07-27,1792.0,14.1,26.5,"(14.1,26.5)",19.1295759,2.0825825,4.3371498,20.8,24.1,19.1,14.1,17.5
MOD16A2GF_006_ET_500m_doy2000217_aid0001,ET_500m,aid0001,2000-08-04,1792.0,6.9,18.5,"(6.9,18.5)",12.8188616,1.6896056,2.854767,14.0,16.9,13.0,8.8,11.9
MOD16A2GF_006_ET_500m_doy2000225_aid0001,ET_500m,aid0001,2000-08-12,1792.0,11.2,24.0,"(11.2,24.0)",16.3530134,1.5777548,2.4893101,17.3,20.3,16.3,12.3,15.3
MOD16A2GF_006_ET_500m_doy2000233_aid0001,ET_500m,aid0001,2000-08-20,1792.0,12.4,31.1,"(12.4,31.1)",22.3232143,2.1737443,4.7251642,23.9,27.2,22.1,17.2,21.2
MOD16A2GF_006_ET_500m_doy2000241_aid0001,ET_500m,aid0001,2000-08-28,1792.0,9.2,20.4,"(9.2,20.4)",13.246596,1.5102033,2.2807139,14.3,17.6,13.4,9.2,12.075
MOD16A2GF_006_ET_500m_doy2000249_aid0001,ET_500m,aid0001,2000-09-05,1792.0,12.5,26.2,"(12.5,26.2)",15.9914621,1.6262563,2.6447095,17.3,20.7,15.9,12.5,14.7
MOD16A2GF_006_ET_500m_doy2000257_aid0001,ET_500m,aid0001,2000-09-13,1792.0,13.5,25.8,"(13.5,25.8)",16.7880022,1.2469499,1.554884,17.7,19.2,16.7,13.5,15.9
MOD16A2GF_006_ET_500m_doy2000265_aid0001,ET_500m,aid0001,2000-09-21,1792.0,14.9,31.6,"(14.9,31.6)",21.0868862,1.7253335,2.9767756,22.1,25.4,21.2,16.7,19.9
MOD16A2GF_006_ET_500m_doy2000273_aid0001,ET_500m,aid0001,2000-09-29,1792.0,19.3,44.8,"(19.3,44.8)",32.5739397,4.1665757,17.3603532,35.3,40.2,33.5,28.0,31.9
MOD16A2GF_006_ET_500m_doy2000281_aid0001,ET_500m,aid0001,2000-10-07,1792.0,15.6,48.8,"(15.6,48.8)",30.0285714,3.8764886,15.0271636,31.8,36.9,30.1,23.3,28.4
MOD16A2GF_006_ET_500m_doy2000289_aid0001,ET_500m,aid0001,2000-10-15,1792.0,18.4,39.4,"(18.4,39.4)",25.8949777,1.8162914,3.2989145,26.7,29.2,25.8,22.5,25.0
MOD16A2GF_006_ET_500m_doy2000297_aid0001,ET_500m,aid0001,2000-10-23,1792.0,16.3,37.3,"(16.3,37.3)",25.2272879,4.1717197,17.4032453,24.9,26.9,24.2,21.5,23.5
MOD16A2GF_006_ET_500m_doy2000305_aid0001,ET_500m,aid0001,2000-10-31,1792.0,17.8,42.3,"(17.8,42.3)",26.3361049,5.0815434,25.8220837,26.6,28.9,25.9,22.1,24.8
MOD16A2GF_006_ET_500m_doy2000313_aid0001,ET_500m,aid0001,2000-11-08,1792.0,17.7,34.7,"(17.7,34.7)",23.7102121,1.6745307,2.8040531,24.5,26.5,24.0,21.0,23.1
MOD16A2GF_006_ET_500m_doy2000321_aid0001,ET_500m,aid0001,2000-11-16,1792.0,15.8,44.9,"(15.8,44.9)",32.6972656,3.4072989,11.6096856,34.3,36.2,33.9,31.1,33.0
MOD16A2GF_006_ET_500m_doy2000329_aid0001,ET_500m,aid0001,2000-11-24,1792.0,16.2,49.8,"(16.2,49.8)",35.7962612,5.5800388,31.1368331,38.725,47.7,37.4,23.2,32.5
MOD16A2GF_006_ET_500m_doy2000337_aid0001,ET_500m,aid0001,2000-12-02,1792.0,23.4,59.2,"(23.4,59.2)",43.7433594,5.6943141,32.4252126,46.8,48.4,46.2,41.3,44.6
MOD16A2GF_006_ET_500m_doy2000345_aid0001,ET_500m,aid0001,2000-12-10,1792.0,21.0,47.6,"(21.0,47.6)",36.9609375,3.4258411,11.7363871,39.3,40.2,38.7,30.5,35.775
MOD16A2GF_006_ET_500m_doy2000353_aid0001,ET_500m,aid0001,2000-12-18,1792.0,21.7,58.5,"(21.7,58.5)",45.936942,5.8007424,33.648613,50.5,58.5,48.2,31.5,42.9
MOD16A2GF_006_ET_500m_doy2000361_aid0001,ET_500m,aid0001,2000-12-26,1792.0,14.7,44.4,"(14.7,44.4)",32.4310268,4.4712009,19.9916378,35.5,44.4,35.0,19.4,29.0
MOD16A2GF_006_ET_500m_doy2001001_aid0001,ET_500m,aid0001,2001-01-01,1792.0,20.3,59.3,"(20.3,59.3)",44.152846,4.5287244,20.5093446,46.8,51.3,45.7,38.9,43.6
MOD16A2GF_006_ET_500m_doy2001009_aid0001,ET_500m,aid0001,2001-01-09,1792.0,17.2,46.7,"(17.2,46.7)",33.2766741,3.6414593,13.260226,35.9,37.6,33.9,26.7,32.2
MOD16A2GF_006_ET_500m_doy2001017_aid0001,ET_500m,aid0001,2001-01-17,1792.0,21.6,55.1,"(21.6,55.1)",38.377846,8.8420014,78.180988,46.4,55.1,41.25,21.6,29.6
MOD16A2GF_006_ET_500m_doy2001025_aid0001,ET_500m,aid0001,2001-01-25,1792.0,18.5,56.0,"(18.5,56.0)",33.5491629,7.120756,50.7051667,38.1,52.4,33.5,18.5,28.4
MOD16A2GF_006_ET_500m_doy2001033_aid0001,ET_500m,aid0001,2001-02-02,1792.0,18.6,50.2,"(18.6,50.2)",26.9770647,5.8492009,34.2131514,27.5,33.5,25.7,18.6,23.5
MOD16A2GF_006_ET_500m_doy2001041_aid0001,ET_500m,aid0001,2001-02-10,1792.0,19.3,51.3,"(19.3,51.3)",27.7784598,5.0682027,25.6866789,29.1,36.1,26.7,19.3,24.4
MOD16A2GF_006_ET_500m_doy2001049_aid0001,ET_500m,aid0001,2001-02-18,1792.0,15.3,43.3,"(15.3,43.3)",24.950279,4.8535609,23.5570535,28.2,35.1,24.3,15.3,21.4
MOD16A2GF_006_ET_500m_doy2001057_aid0001,ET_500m,aid0001,2001-02-26,1792.0,20.0,56.3,"(20.0,56.3)",39.9880022,6.782611,46.0038125,44.9,56.3,43.0,21.9,35.7
MOD16A2GF_006_ET_500m_doy2001065_aid0001,ET_500m,aid0001,2001-03-06,1792.0,19.5,54.9,"(19.5,54.9)",38.6056362,5.1881945,26.9173622,41.9,45.5,40.3,29.2,36.8
MOD16A2GF_006_ET_500m_doy2001073_aid0001,ET_500m,aid0001,2001-03-14,1792.0,17.1,51.5,"(17.1,51.5)",35.8957589,4.75838,22.6421807,39.2,45.5,37.35,26.0,33.9
MOD16A2GF_006_ET_500m_doy2001081_aid0001,ET_500m,aid0001,2001-03-22,1792.0,19.0,43.5,"(19.0,43.5)",31.0822545,2.9706766,8.8249195,32.8,37.4,32.05,25.1,29.7
MOD16A2GF_006_ET_500m_doy2001089_aid0001,ET_500m,aid0001,2001-03-30,1792.0,15.8,51.3,"(15.8,51.3)",31.7583705,6.7760029,45.9142156,38.7,51.3,30.8,15.8,25.875
MOD16A2GF_006_ET_500m_doy2001097_aid0001,ET_500m,aid0001,2001-04-07,1792.0,13.8,42.7,"(13.8,42.7)",26.0786272,5.6891604,32.3665466,32.0,42.7,26.05,13.8,20.9
MOD16A2GF_006_ET_500m_doy2001105_aid0001,ET_500m,aid0001,2001-04-15,1792.0,17.3,44.1,"(17.3,44.1)",31.1194754,3.9065172,15.2608763,34.1,37.6,32.0,21.1,28.875
MOD16A2GF_006_ET_500m_doy2001113_aid0001,ET_500m,aid0001,2001-04-23,1792.0,19.8,41.1,"(19.8,41.1)",28.5982701,3.3919881,11.5055829,31.3,33.8,29.1,19.8,26.0
MOD16A2GF_006_ET_500m_doy2001121_aid0001,ET_500m,aid0001,2001-05-01,1792.0,16.5,34.4,"(16.5,34.4)",22.8808036,3.0231067,9.1391739,25.4,32.5,23.2,16.5,20.4
MOD16A2GF_006_ET_500m_doy2001129_aid0001,ET_500m,aid0001,2001-05-09,1792.0,8.4,23.6,"(8.4,23.6)",16.1733817,2.7468875,7.5453908,18.4,23.6,16.4,8.4,14.0
MOD16A2GF_006_ET_500m_doy2001137_aid0001,ET_500m,aid0001,2001-05-17,1792.0,7.9,28.1,"(7.9,28.1)",15.203125,4.3947337,19.3136844,19.9,28.1,14.3,7.9,11.1
MOD16A2GF_006_ET_500m_doy2001145_aid0001,ET_500m,aid0001,2001-05-25,1792.0,13.5,26.5,"(13.5,26.5)",18.9995536,2.7983971,7.8310266,21.8,26.5,19.1,13.5,16.475
MOD16A2GF_006_ET_500m_doy2001153_aid0001,ET_500m,aid0001,2001-06-02,1792.0,15.0,33.9,"(15.0,33.9)",21.5496094,3.3250856,11.056194,24.7,33.0,22.0,15.0,18.6
MOD16A2GF_006_ET_500m_doy2001161_aid0001,ET_500m,aid0001,2001-06-10,1792.0,11.0,27.7,"(11.0,27.7)",18.347433,3.4127525,11.6468796,21.6,27.7,18.3,11.0,15.3
MOD16A2GF_006_ET_500m_doy2001169_aid0001,ET_500m,aid0001,2001-06-18,1792.0,4.8,16.7,"(4.8,16.7)",9.2503348,2.4033644,5.7761606,11.5,16.7,9.0,4.8,7.2
MOD16A2GF_006_ET_500m_doy2001177_aid0001,ET_500m,aid0001,2001-06-26,1792.0,6.5,16.9,"(6.5,16.9)",10.7257812,2.3120763,5.3456969,12.2,16.9,10.6,6.5,8.9
MOD16A2GF_006_ET_500m_doy2001185_aid0001,ET_500m,aid0001,2001-07-04,1792.0,9.5,22.4,"(9.5,22.4)",15.471596,2.8744802,8.2626363,17.2,21.9,15.4,9.5,13.8
MOD16A2GF_006_ET_500m_doy2001193_aid0001,ET_500m,aid0001,2001-07-12,1792.0,11.6,28.8,"(11.6,28.8)",19.6864955,3.9524442,15.6218154,23.5,28.8,20.6,11.6,15.7
MOD16A2GF_006_ET_500m_doy2001201_aid0001,ET_500m,aid0001,2001-07-20,1792.0,10.7,22.9,"(10.7,22.9)",14.5394531,2.0201939,4.0811834,16.3,21.5,14.2,10.7,12.8
MOD16A2GF_006_ET_500m_doy2001209_aid0001,ET_500m,aid0001,2001-07-28,1792.0,13.5,29.2,"(13.5,29.2)",20.8544085,3.0881456,9.5366435,23.5,29.2,20.2,13.5,18.3
MOD16A2GF_006_ET_500m_doy2001217_aid0001,ET_500m,aid0001,2001-08-05,1792.0,11.0,34.2,"(11.0,34.2)",21.9430246,2.632126,6.9280875,24.2,29.9,21.9,14.7,20.3
MOD16A2GF_006_ET_500m_doy2001225_aid0001,ET_500m,aid0001,2001-08-13,1792.0,10.5,32.7,"(10.5,32.7)",20.9514509,2.8682039,8.2265939,22.4,26.3,21.4,15.4,19.6
MOD16A2GF_006_ET_500m_doy2001233_aid0001,ET_500m,aid0001,2001-08-21,1792.0,9.3,23.4,"(9.3,23.4)",16.6213728,2.9329744,8.602339,18.9,23.4,16.8,9.3,14.6
MOD16A2GF_006_ET_500m_doy2001241_aid0001,ET_500m,aid0001,2001-08-29,1792.0,12.8,32.2,"(12.8,32.2)",18.8391183,4.627577,21.4144686,20.525,28.2,17.3,12.8,15.4
MOD16A2GF_006_ET_500m_doy2001249_aid0001,ET_500m,aid0001,2001-09-06,1792.0,11.6,29.7,"(11.6,29.7)",19.9381138,2.4911189,6.2056735,21.425,25.6,20.2,14.2,18.5
MOD16A2GF_006_ET_500m_doy2001257_aid0001,ET_500m,aid0001,2001-09-14,1792.0,9.5,37.0,"(9.5,37.0)",22.7306362,4.2677562,18.2137433,26.0,35.7,23.3,10.2,19.5
MOD16A2GF_006_ET_500m_doy2001265_aid0001,ET_500m,aid0001,2001-09-22,1792.0,15.5,33.6,"(15.5,33.6)",22.9702009,2.2611367,5.1127392,24.0,27.7,22.8,18.0,21.5
MOD16A2GF_006_ET_500m_doy2001273_aid0001,ET_500m,aid0001,2001-09-30,1792.0,13.1,46.3,"(13.1,46.3)",33.1323661,3.1396907,9.8576578,34.8,37.4,33.9,28.7,32.3
MOD16A2GF_006_ET_500m_doy2001281_aid0001,ET_500m,aid0001,2001-10-08,1792.0,18.4,40.5,"(18.4,40.5)",28.6552455,2.2633176,5.1226064,30.0,31.3,29.2,25.0,28.0
MOD16A2GF_006_ET_500m_doy2001289_aid0001,ET_500m,aid0001,2001-10-16,1792.0,22.1,52.6,"(22.1,52.6)",38.5078125,3.759039,14.1303742,40.3,42.4,39.5,34.4,37.9
MOD16A2GF_006_ET_500m_doy2001297_aid0001,ET_500m,aid0001,2001-10-24,1792.0,16.2,51.9,"(16.2,51.9)",37.1539062,5.7093806,32.5970272,41.1,51.9,39.1,23.1,33.8
MOD16A2GF_006_ET_500m_doy2001305_aid0001,ET_500m,aid0001,2001-11-01,1792.0,17.5,42.8,"(17.5,42.8)",35.2544643,2.0756594,4.3083618,36.2,37.6,35.5,33.7,35.175
MOD16A2GF_006_ET_500m_doy2001313_aid0001,ET_500m,aid0001,2001-11-09,1792.0,20.1,43.6,"(20.1,43.6)",33.7904576,2.337083,5.4619569,35.2,38.3,34.3,30.0,33.1
MOD16A2GF_006_ET_500m_doy2001321_aid0001,ET_500m,aid0001,2001-11-17,1792.0,18.6,59.5,"(18.6,59.5)",41.4058594,7.9251151,62.8074489,47.1,59.5,45.8,18.6,33.8
MOD16A2GF_006_ET_500m_doy2001329_aid0001,ET_500m,aid0001,2001-11-25,1792.0,23.9,53.5,"(23.9,53.5)",40.0240513,3.2727785,10.7110789,42.0,43.7,41.0,35.5,39.4
MOD16A2GF_006_ET_500m_doy2001337_aid0001,ET_500m,aid0001,2001-12-03,1792.0,23.1,52.8,"(23.1,52.8)",40.3558036,3.7963637,14.412377,42.2,43.0,41.5,37.0,40.1
MOD16A2GF_006_ET_500m_doy2001345_aid0001,ET_500m,aid0001,2001-12-11,1792.0,15.7,50.3,"(15.7,50.3)",34.5870536,5.5493585,30.7953793,39.5,50.3,34.6,20.4,31.7
MOD16A2GF_006_ET_500m_doy2001353_aid0001,ET_500m,aid0001,2001-12-19,1792.0,18.7,56.1,"(18.7,56.1)",36.5008929,7.6992817,59.2789389,44.3,56.1,33.9,18.7,29.5
MOD16A2GF_006_ET_500m_doy2001361_aid0001,ET_500m,aid0001,2001-12-27,1792.0,13.1,37.4,"(13.1,37.4)",24.2850446,5.3511576,28.6348879,30.2,37.4,22.9,13.1,19.0
MOD16A2GF_006_ET_500m_doy2002001_aid0001,ET_500m,aid0001,2002-01-01,1792.0,18.4,63.8,"(18.4,63.8)",40.6523996,9.6411283,92.9513558,51.4,63.8,33.5,18.4,32.4
MOD16A2GF_006_ET_500m_doy2002009_aid0001,ET_500m,aid0001,2002-01-09,1792.0,15.8,43.6,"(15.8,43.6)",25.6995536,4.6860152,21.9587386,30.2,42.0,24.0,15.8,22.3
MOD16A2GF_006_ET_500m_doy2002017_aid0001,ET_500m,aid0001,2002-01-17,1792.0,17.5,56.0,"(17.5,56.0)",40.4021205,5.8306768,33.9967924,44.7,52.3,41.6,30.7,39.1
MOD16A2GF_006_ET_500m_doy2002025_aid0001,ET_500m,aid0001,2002-01-25,1792.0,24.4,61.1,"(24.4,61.1)",46.1868862,4.6875073,21.9727242,49.0,52.9,48.3,39.3,45.1
MOD16A2GF_006_ET_500m_doy2002033_aid0001,ET_500m,aid0001,2002-02-02,1792.0,23.1,55.6,"(23.1,55.6)",42.1939732,2.9447095,8.6713141,43.5,45.1,42.9,40.3,42.2
MOD16A2GF_006_ET_500m_doy2002041_aid0001,ET_500m,aid0001,2002-02-10,1792.0,20.5,56.5,"(20.5,56.5)",42.8008371,3.7421606,14.003766,45.0,49.8,44.5,36.8,41.7
MOD16A2GF_006_ET_500m_doy2002049_aid0001,ET_500m,aid0001,2002-02-18,1792.0,16.6,53.0,"(16.6,53.0)",30.1841518,5.8808704,34.5846372,34.4,44.3,28.9,16.6,26.4
MOD16A2GF_006_ET_500m_doy2002057_aid0001,ET_500m,aid0001,2002-02-26,1792.0,22.9,55.5,"(22.9,55.5)",40.497154,4.9270977,24.2762921,44.0,55.5,42.9,23.8,35.9
MOD16A2GF_006_ET_500m_doy2002065_aid0001,ET_500m,aid0001,2002-03-06,1792.0,24.4,64.8,"(24.4,64.8)",44.1040737,4.493003,20.187076,46.6,49.5,45.4,39.9,43.875
MOD16A2GF_006_ET_500m_doy2002073_aid0001,ET_500m,aid0001,2002-03-14,1792.0,26.1,57.5,"(26.1,57.5)",43.5026786,3.7445442,14.0216111,45.6,48.0,44.4,37.9,42.5
MOD16A2GF_006_ET_500m_doy2002081_aid0001,ET_500m,aid0001,2002-03-22,1792.0,15.7,49.9,"(15.7,49.9)",35.5459263,4.3654609,19.057249,38.7,45.2,37.0,25.2,33.275
MOD16A2GF_006_ET_500m_doy2002089_aid0001,ET_500m,aid0001,2002-03-30,1792.0,12.7,42.4,"(12.7,42.4)",29.8293527,3.9934654,15.9477657,32.4,38.4,31.5,21.4,28.0
MOD16A2GF_006_ET_500m_doy2002097_aid0001,ET_500m,aid0001,2002-04-07,1792.0,23.4,46.0,"(23.4,46.0)",32.3944196,3.1297539,9.7953595,34.8,37.2,33.1,23.6,30.3
MOD16A2GF_006_ET_500m_doy2002105_aid0001,ET_500m,aid0001,2002-04-15,1792.0,24.1,42.2,"(24.1,42.2)",30.5113281,2.7162191,7.377846,32.5,35.0,31.1,24.1,28.5
MOD16A2GF_006_ET_500m_doy2002113_aid0001,ET_500m,aid0001,2002-04-23,1792.0,16.3,41.4,"(16.3,41.4)",26.350558,4.576022,20.9399774,30.2,41.0,26.9,16.3,22.9
MOD16A2GF_006_ET_500m_doy2002121_aid0001,ET_500m,aid0001,2002-05-01,1792.0,11.3,33.8,"(11.3,33.8)",20.1675781,4.0985806,16.7983629,23.5,33.1,20.1,11.3,17.0
MOD16A2GF_006_ET_500m_doy2002129_aid0001,ET_500m,aid0001,2002-05-09,1792.0,10.3,34.8,"(10.3,34.8)",23.6953125,3.0558675,9.3383262,26.2,33.5,23.9,14.0,21.3
MOD16A2GF_006_ET_500m_doy2002137_aid0001,ET_500m,aid0001,2002-05-17,1792.0,11.8,31.5,"(11.8,31.5)",21.1156808,3.0256704,9.1546816,23.4,30.5,21.6,11.8,18.6
MOD16A2GF_006_ET_500m_doy2002145_aid0001,ET_500m,aid0001,2002-05-25,1792.0,9.4,28.3,"(9.4,28.3)",18.6815848,3.2133209,10.325431,21.0,28.3,19.2,9.4,15.875
MOD16A2GF_006_ET_500m_doy2002153_aid0001,ET_500m,aid0001,2002-06-02,1792.0,15.2,32.4,"(15.2,32.4)",22.6006696,3.5188443,12.3822652,25.7,32.4,23.4,15.2,18.9
MOD16A2GF_006_ET_500m_doy2002161_aid0001,ET_500m,aid0001,2002-06-10,1792.0,9.7,22.5,"(9.7,22.5)",14.7680246,2.5466866,6.4856126,16.7,22.5,14.7,9.7,12.5
MOD16A2GF_006_ET_500m_doy2002169_aid0001,ET_500m,aid0001,2002-06-18,1792.0,7.6,21.9,"(7.6,21.9)",12.908817,2.4776772,6.1388843,14.7,19.9,13.1,7.6,10.7
MOD16A2GF_006_ET_500m_doy2002177_aid0001,ET_500m,aid0001,2002-06-26,1792.0,12.6,28.6,"(12.6,28.6)",18.0676897,2.8549025,8.1504683,20.6,25.4,18.8,12.6,15.275
MOD16A2GF_006_ET_500m_doy2002185_aid0001,ET_500m,aid0001,2002-07-04,1792.0,10.0,23.9,"(10.0,23.9)",14.8813616,2.6855617,7.2122419,17.3,23.9,15.35,10.0,12.3
MOD16A2GF_006_ET_500m_doy2002193_aid0001,ET_500m,aid0001,2002-07-12,1792.0,9.3,21.8,"(9.3,21.8)",15.0476562,2.9450274,8.6731865,17.9,21.8,15.6,9.3,12.2
MOD16A2GF_006_ET_500m_doy2002201_aid0001,ET_500m,aid0001,2002-07-20,1792.0,11.9,23.4,"(11.9,23.4)",16.8195312,2.6460378,7.0015159,19.3,23.4,16.9,11.9,14.3
MOD16A2GF_006_ET_500m_doy2002209_aid0001,ET_500m,aid0001,2002-07-28,1792.0,10.6,24.9,"(10.6,24.9)",17.0095424,2.8913613,8.3599703,19.4,24.9,17.8,10.6,14.375
MOD16A2GF_006_ET_500m_doy2002217_aid0001,ET_500m,aid0001,2002-08-05,1792.0,15.9,34.9,"(15.9,34.9)",23.1574777,3.0210755,9.1268972,25.6,28.6,23.7,15.9,20.9
MOD16A2GF_006_ET_500m_doy2002225_aid0001,ET_500m,aid0001,2002-08-13,1792.0,17.9,37.4,"(17.9,37.4)",24.706808,2.8124918,7.9101099,27.1,29.6,24.9,17.9,22.5
MOD16A2GF_006_ET_500m_doy2002233_aid0001,ET_500m,aid0001,2002-08-21,1792.0,16.3,38.4,"(16.3,38.4)",25.8478795,2.9487183,8.6949397,28.2,32.9,25.7,18.0,24.1
MOD16A2GF_006_ET_500m_doy2002241_aid0001,ET_500m,aid0001,2002-08-29,1792.0,10.6,33.2,"(10.6,33.2)",20.7662388,3.6857038,13.5844126,23.7,25.8,21.5,12.6,19.2
MOD16A2GF_006_ET_500m_doy2002249_aid0001,ET_500m,aid0001,2002-09-06,1792.0,16.0,28.0,"(16.0,28.0)",21.5987165,2.5173446,6.337024,23.4,28.0,21.9,16.0,19.8
MOD16A2GF_006_ET_500m_doy2002257_aid0001,ET_500m,aid0001,2002-09-14,1792.0,17.2,32.5,"(17.2,32.5)",24.8425781,1.8848878,3.5528021,26.3,30.0,25.0,20.0,23.7
MOD16A2GF_006_ET_500m_doy2002265_aid0001,ET_500m,aid0001,2002-09-22,1792.0,16.4,41.8,"(16.4,41.8)",30.23125,3.2193845,10.3644364,32.2,36.8,31.0,24.6,29.1
MOD16A2GF_006_ET_500m_doy2002273_aid0001,ET_500m,aid0001,2002-09-30,1792.0,23.8,48.7,"(23.8,48.7)",36.9775112,2.5439445,6.4716539,38.5,41.4,37.4,31.4,35.6
MOD16A2GF_006_ET_500m_doy2002281_aid0001,ET_500m,aid0001,2002-10-08,1792.0,24.9,51.3,"(24.9,51.3)",37.1891183,2.1272779,4.5253113,38.5,41.1,37.1,32.1,35.9
MOD16A2GF_006_ET_500m_doy2002289_aid0001,ET_500m,aid0001,2002-10-16,1792.0,13.2,37.5,"(13.2,37.5)",23.956808,2.3862372,5.6941278,25.3,29.3,23.9,18.6,22.6
