File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD16A2GF_006_ET_500m_doy2021105_aid0001,ET_500m,aid0001,2021-04-15,1792.0,13.1,37.2,"(13.1,37.2)",23.2162946,3.9408464,15.5302702,26.8,36.4,22.6,13.1,20.1
MOD16A2GF_006_ET_500m_doy2021113_aid0001,ET_500m,aid0001,2021-04-23,1792.0,11.1,36.7,"(11.1,36.7)",21.8761161,4.3807614,19.1910702,25.5,35.3,21.9,11.1,18.9
MOD16A2GF_006_ET_500m_doy2021121_aid0001,ET_500m,aid0001,2021-05-01,1792.0,9.6,33.5,"(9.6,33.5)",21.6947545,3.3736498,11.3815127,24.2,31.6,22.2,11.8,19.2
MOD16A2GF_006_ET_500m_doy2021129_aid0001,ET_500m,aid0001,2021-05-09,1792.0,12.0,27.1,"(12.0,27.1)",17.0862723,2.1068132,4.438662,18.8,24.2,17.2,12.0,15.2
MOD16A2GF_006_ET_500m_doy2021137_aid0001,ET_500m,aid0001,2021-05-17,1792.0,14.0,32.8,"(14.0,32.8)",20.6935268,3.2213802,10.3772907,23.6,29.6,21.2,14.0,17.7
MOD16A2GF_006_ET_500m_doy2021145_aid0001,ET_500m,aid0001,2021-05-25,1792.0,11.0,26.0,"(11.0,26.0)",16.8538504,2.7709725,7.6782887,19.5,26.0,17.4,11.0,13.9
MOD16A2GF_006_ET_500m_doy2021153_aid0001,ET_500m,aid0001,2021-06-02,1792.0,12.6,23.6,"(12.6,23.6)",16.8480469,2.4078083,5.7975408,19.2,23.6,17.0,12.6,14.4
MOD16A2GF_006_ET_500m_doy2021161_aid0001,ET_500m,aid0001,2021-06-10,1792.0,9.1,24.3,"(9.1,24.3)",14.10625,2.7573694,7.6030859,16.8,24.3,14.3,9.1,11.4
MOD16A2GF_006_ET_500m_doy2021169_aid0001,ET_500m,aid0001,2021-06-18,1792.0,11.0,23.6,"(11.0,23.6)",14.353404,2.1117311,4.4594081,16.5,20.7,14.1,11.0,12.3
MOD16A2GF_006_ET_500m_doy2021177_aid0001,ET_500m,aid0001,2021-06-26,1792.0,9.7,25.4,"(9.7,25.4)",14.6501116,2.8741439,8.2607031,17.6,25.4,14.6,9.7,11.9
MOD16A2GF_006_ET_500m_doy2021185_aid0001,ET_500m,aid0001,2021-07-04,1792.0,13.2,30.0,"(13.2,30.0)",17.6198103,2.9036986,8.4314658,20.4,27.5,17.7,13.2,14.8
MOD16A2GF_006_ET_500m_doy2021193_aid0001,ET_500m,aid0001,2021-07-12,1792.0,10.9,28.7,"(10.9,28.7)",16.9584263,3.3393448,11.1512236,20.3,28.7,17.4,10.9,13.7
MOD16A2GF_006_ET_500m_doy2021201_aid0001,ET_500m,aid0001,2021-07-20,1792.0,12.2,26.6,"(12.2,26.6)",18.7670201,3.4735674,12.0656701,22.2,26.6,19.4,12.2,15.2
MOD16A2GF_006_ET_500m_doy2021209_aid0001,ET_500m,aid0001,2021-07-28,1792.0,10.5,22.8,"(10.5,22.8)",15.5949219,2.9068177,8.4495892,18.4,22.8,16.1,10.5,12.8
MOD16A2GF_006_ET_500m_doy2021217_aid0001,ET_500m,aid0001,2021-08-05,1792.0,10.5,24.3,"(10.5,24.3)",16.5157366,2.2099304,4.8837925,18.6,24.3,15.7,10.5,14.6
MOD16A2GF_006_ET_500m_doy2021225_aid0001,ET_500m,aid0001,2021-08-13,1792.0,17.1,31.2,"(17.1,31.2)",21.7107701,2.1072555,4.4405257,23.625,28.1,21.4,17.1,20.2
MOD16A2GF_006_ET_500m_doy2021233_aid0001,ET_500m,aid0001,2021-08-21,1792.0,15.1,31.7,"(15.1,31.7)",21.3897879,2.034063,4.1374125,22.9,24.6,21.4,16.3,20.2
MOD16A2GF_006_ET_500m_doy2021241_aid0001,ET_500m,aid0001,2021-08-29,1792.0,19.2,35.5,"(19.2,35.5)",25.3367188,2.1439574,4.5965535,26.9,29.2,25.3,20.0,24.1
MOD16A2GF_006_ET_500m_doy2021249_aid0001,ET_500m,aid0001,2021-09-06,1792.0,20.6,39.1,"(20.6,39.1)",27.222154,2.4271243,5.8909322,29.0,30.8,27.4,20.6,25.6
MOD16A2GF_006_ET_500m_doy2021257_aid0001,ET_500m,aid0001,2021-09-14,1792.0,12.0,33.0,"(12.0,33.0)",21.8039062,2.5161701,6.331112,23.3,27.6,21.6,16.1,20.4
MOD16A2GF_006_ET_500m_doy2021265_aid0001,ET_500m,aid0001,2021-09-22,1792.0,13.9,42.0,"(13.9,42.0)",26.8179688,5.8609159,34.3503356,31.6,42.0,28.95,13.9,20.3
MOD16A2GF_006_ET_500m_doy2021273_aid0001,ET_500m,aid0001,2021-09-30,1792.0,12.0,31.4,"(12.0,31.4)",19.5704241,3.1986406,10.2313016,22.1,30.3,20.7,12.0,16.6
MOD16A2GF_006_ET_500m_doy2021281_aid0001,ET_500m,aid0001,2021-10-08,1792.0,12.7,26.9,"(12.7,26.9)",17.2174107,1.7112868,2.9285027,18.3,20.2,17.4,12.7,16.0
MOD16A2GF_006_ET_500m_doy2021289_aid0001,ET_500m,aid0001,2021-10-16,1792.0,13.0,40.7,"(13.0,40.7)",28.2185826,3.7319036,13.9271045,30.7,36.3,29.2,21.2,26.9
MOD16A2GF_006_ET_500m_doy2021297_aid0001,ET_500m,aid0001,2021-10-24,1792.0,15.1,44.1,"(15.1,44.1)",32.3042411,3.3693179,11.3523034,33.7,35.2,33.1,30.2,32.3
MOD16A2GF_006_ET_500m_doy2021305_aid0001,ET_500m,aid0001,2021-11-01,1792.0,19.8,42.8,"(19.8,42.8)",26.9368304,2.5131406,6.3158757,27.1,29.0,26.4,23.8,25.775
MOD16A2GF_006_ET_500m_doy2021313_aid0001,ET_500m,aid0001,2021-11-09,1792.0,22.2,41.6,"(22.2,41.6)",30.5607701,2.4066746,5.7920827,31.5,34.8,30.7,25.8,29.2
MOD16A2GF_006_ET_500m_doy2021321_aid0001,ET_500m,aid0001,2021-11-17,1792.0,28.8,55.3,"(28.8,55.3)",43.6731027,2.1493048,4.6195109,44.4,45.7,43.9,42.0,43.3
MOD16A2GF_006_ET_500m_doy2021329_aid0001,ET_500m,aid0001,2021-11-25,1792.0,30.0,62.1,"(30.0,62.1)",48.413058,3.5107881,12.3256331,50.3,51.4,49.6,45.8,48.5
MOD16A2GF_006_ET_500m_doy2021337_aid0001,ET_500m,aid0001,2021-12-03,1792.0,30.5,54.9,"(30.5,54.9)",42.4689732,2.8354475,8.0397628,44.8,51.9,43.8,32.9,40.0
MOD16A2GF_006_ET_500m_doy2021345_aid0001,ET_500m,aid0001,2021-12-11,1792.0,30.4,62.3,"(30.4,62.3)",47.2705915,3.8883483,15.1192523,50.1,57.9,48.9,34.7,43.6
MOD16A2GF_006_ET_500m_doy2021353_aid0001,ET_500m,aid0001,2021-12-19,1792.0,32.6,62.0,"(32.6,62.0)",49.4714286,3.2031616,10.2602439,51.0,51.9,50.2,47.5,49.6
MOD16A2GF_006_ET_500m_doy2021361_aid0001,ET_500m,aid0001,2021-12-27,1792.0,20.4,33.4,"(20.4,33.4)",26.1220424,1.6594358,2.7537273,26.9,27.9,26.6,24.9,26.1
MOD16A2GF_006_PET_500m_doy2000001_aid0001,PET_500m,aid0001,2000-01-01,1792.0,27.8,42.7,"(27.8,42.7)",33.0719308,1.8743746,3.5132802,34.3,35.6,33.7,28.3,31.875
MOD16A2GF_006_PET_500m_doy2000009_aid0001,PET_500m,aid0001,2000-01-09,1792.0,29.3,44.2,"(29.3,44.2)",33.6000558,1.8292407,3.3461216,34.8,37.2,34.1,29.3,32.3
MOD16A2GF_006_PET_500m_doy2000017_aid0001,PET_500m,aid0001,2000-01-17,1792.0,35.8,48.6,"(35.8,48.6)",39.5086496,1.5475456,2.3948973,40.5,42.4,40.0,35.8,38.4
MOD16A2GF_006_PET_500m_doy2000025_aid0001,PET_500m,aid0001,2000-01-25,1792.0,32.8,44.8,"(32.8,44.8)",36.3493862,1.4660898,2.1494193,37.2,39.0,36.9,32.8,35.3
MOD16A2GF_006_PET_500m_doy2000033_aid0001,PET_500m,aid0001,2000-02-02,1792.0,35.2,47.6,"(35.2,47.6)",39.0686942,1.5204693,2.3118269,40.0,41.2,39.6,35.2,38.0
MOD16A2GF_006_PET_500m_doy2000041_aid0001,PET_500m,aid0001,2000-02-10,1792.0,24.7,38.3,"(24.7,38.3)",28.8258929,1.7122977,2.9319635,29.9,31.9,29.3,24.7,27.7
MOD16A2GF_006_PET_500m_doy2000049_aid0001,PET_500m,aid0001,2000-02-18,1792.0,33.3,44.2,"(33.3,44.2)",36.2641183,1.261519,1.5914301,37.1,39.2,36.6,33.3,35.4
MOD16A2GF_006_PET_500m_doy2000057_aid0001,PET_500m,aid0001,2000-02-26,1792.0,24.6,49.3,"(24.6,49.3)",30.0033482,3.7062492,13.7362834,30.7,33.5,29.7,24.6,28.0
MOD16A2GF_006_PET_500m_doy2000065_aid0001,PET_500m,aid0001,2000-03-05,1792.0,25.5,56.2,"(25.5,56.2)",34.6995536,9.4112851,88.5722877,47.3,56.2,29.6,25.5,28.0
MOD16A2GF_006_PET_500m_doy2000073_aid0001,PET_500m,aid0001,2000-03-13,1792.0,25.5,56.9,"(25.5,56.9)",36.4756696,7.6547961,58.5959036,39.5,51.6,34.7,25.5,30.0
MOD16A2GF_006_PET_500m_doy2000081_aid0001,PET_500m,aid0001,2000-03-21,1792.0,22.7,53.4,"(22.7,53.4)",40.3128906,8.6038772,74.0267033,46.2,53.4,45.4,22.7,28.875
MOD16A2GF_006_PET_500m_doy2000089_aid0001,PET_500m,aid0001,2000-03-29,1792.0,24.3,47.3,"(24.3,47.3)",38.2196429,3.3913335,11.5011432,40.7,45.6,39.6,29.9,36.375
MOD16A2GF_006_PET_500m_doy2000097_aid0001,PET_500m,aid0001,2000-04-06,1792.0,44.8,56.1,"(44.8,56.1)",49.6362723,1.1897259,1.4154477,50.4,52.1,49.7,46.9,49.0
MOD16A2GF_006_PET_500m_doy2000105_aid0001,PET_500m,aid0001,2000-04-14,1792.0,36.3,46.8,"(36.3,46.8)",40.3318638,1.2314677,1.5165126,41.1,42.8,40.4,37.4,39.6
MOD16A2GF_006_PET_500m_doy2000113_aid0001,PET_500m,aid0001,2000-04-22,1792.0,36.9,46.7,"(36.9,46.7)",41.2824219,1.2061728,1.4548528,42.1,44.1,41.4,38.4,40.6
MOD16A2GF_006_PET_500m_doy2000121_aid0001,PET_500m,aid0001,2000-04-30,1792.0,33.7,43.4,"(33.7,43.4)",37.6717076,1.2511547,1.5653882,38.5,40.4,37.7,34.4,36.8
MOD16A2GF_006_PET_500m_doy2000129_aid0001,PET_500m,aid0001,2000-05-08,1792.0,14.2,30.5,"(14.2,30.5)",24.8520647,1.9439197,3.7788239,26.2,29.6,25.0,21.0,23.8
MOD16A2GF_006_PET_500m_doy2000137_aid0001,PET_500m,aid0001,2000-05-16,1792.0,18.3,32.3,"(18.3,32.3)",25.8455357,2.4040289,5.7793551,27.8,32.3,26.2,20.1,24.5
MOD16A2GF_006_PET_500m_doy2000145_aid0001,PET_500m,aid0001,2000-05-24,1792.0,25.3,32.4,"(25.3,32.4)",28.0122768,0.9231067,0.8521261,28.7,30.5,27.9,25.5,27.4
MOD16A2GF_006_PET_500m_doy2000153_aid0001,PET_500m,aid0001,2000-06-01,1792.0,15.9,27.8,"(15.9,27.8)",22.474721,1.6107176,2.5944112,23.6,26.5,22.1,18.1,21.4
MOD16A2GF_006_PET_500m_doy2000161_aid0001,PET_500m,aid0001,2000-06-09,1792.0,17.1,30.1,"(17.1,30.1)",24.6142299,1.6162345,2.6122138,25.2,27.3,24.4,21.8,23.8
MOD16A2GF_006_PET_500m_doy2000169_aid0001,PET_500m,aid0001,2000-06-17,1792.0,21.0,27.4,"(21.0,27.4)",23.8569754,1.2598081,1.5871165,25.1,27.4,23.5,21.0,22.8
MOD16A2GF_006_PET_500m_doy2000177_aid0001,PET_500m,aid0001,2000-06-25,1792.0,19.5,28.5,"(19.5,28.5)",23.290904,1.6765188,2.8107153,24.6,28.5,22.9,19.5,21.9
MOD16A2GF_006_PET_500m_doy2000185_aid0001,PET_500m,aid0001,2000-07-03,1792.0,24.0,33.6,"(24.0,33.6)",27.1376674,1.3190287,1.7398367,27.9,30.4,26.9,24.0,26.2
MOD16A2GF_006_PET_500m_doy2000193_aid0001,PET_500m,aid0001,2000-07-11,1792.0,20.6,26.8,"(20.6,26.8)",22.3311942,0.67606,0.4570571,22.6,23.6,22.3,20.9,21.9
MOD16A2GF_006_PET_500m_doy2000201_aid0001,PET_500m,aid0001,2000-07-19,1792.0,19.7,25.4,"(19.7,25.4)",22.0860491,0.672578,0.4523612,22.5,23.7,22.1,20.5,21.7
MOD16A2GF_006_PET_500m_doy2000209_aid0001,PET_500m,aid0001,2000-07-27,1792.0,23.8,32.3,"(23.8,32.3)",28.2082031,1.1122917,1.2371928,29.0,30.7,28.2,25.3,27.5
MOD16A2GF_006_PET_500m_doy2000217_aid0001,PET_500m,aid0001,2000-08-04,1792.0,13.7,20.3,"(13.7,20.3)",17.4420201,1.4086915,1.9844118,18.7,20.3,17.55,13.7,16.6
MOD16A2GF_006_PET_500m_doy2000225_aid0001,PET_500m,aid0001,2000-08-12,1792.0,19.6,28.6,"(19.6,28.6)",24.1469308,1.3528374,1.8301692,25.1,26.9,24.4,20.6,23.3
MOD16A2GF_006_PET_500m_doy2000233_aid0001,PET_500m,aid0001,2000-08-20,1792.0,32.1,37.4,"(32.1,37.4)",35.5006138,0.8800712,0.7745253,36.2,37.4,35.7,33.2,35.0
MOD16A2GF_006_PET_500m_doy2000241_aid0001,PET_500m,aid0001,2000-08-28,1792.0,15.8,24.2,"(15.8,24.2)",19.3248884,1.2683013,1.6085882,19.8,21.6,19.1,16.9,18.6
MOD16A2GF_006_PET_500m_doy2000249_aid0001,PET_500m,aid0001,2000-09-05,1792.0,19.5,28.0,"(19.5,28.0)",21.5004464,1.0743664,1.1542632,22.1,24.2,21.3,19.5,20.675
MOD16A2GF_006_PET_500m_doy2000257_aid0001,PET_500m,aid0001,2000-09-13,1792.0,20.2,29.0,"(20.2,29.0)",22.6646205,0.748308,0.5599648,23.1,24.3,22.6,20.9,22.2
MOD16A2GF_006_PET_500m_doy2000265_aid0001,PET_500m,aid0001,2000-09-21,1792.0,21.4,36.6,"(21.4,36.6)",29.4114955,2.3917738,5.7205821,29.5,31.9,28.5,25.5,27.9
MOD16A2GF_006_PET_500m_doy2000273_aid0001,PET_500m,aid0001,2000-09-29,1792.0,31.7,55.8,"(31.7,55.8)",50.5916853,6.7307234,45.3026373,53.7,55.8,52.95,50.0,52.2
MOD16A2GF_006_PET_500m_doy2000281_aid0001,PET_500m,aid0001,2000-10-07,1792.0,27.3,57.6,"(27.3,57.6)",42.1508929,5.3112676,28.2095639,43.9,47.7,42.6,37.6,41.3
MOD16A2GF_006_PET_500m_doy2000289_aid0001,PET_500m,aid0001,2000-10-15,1792.0,30.7,43.5,"(30.7,43.5)",34.4013951,1.3425195,1.8023585,34.6,35.4,34.2,32.9,33.9
MOD16A2GF_006_PET_500m_doy2000297_aid0001,PET_500m,aid0001,2000-10-23,1792.0,26.0,53.2,"(26.0,53.2)",33.0893415,6.1455925,37.7683072,31.3,32.4,30.9,29.3,30.5
MOD16A2GF_006_PET_500m_doy2000305_aid0001,PET_500m,aid0001,2000-10-31,1792.0,29.7,59.5,"(29.7,59.5)",35.8484933,7.257326,52.6687812,34.1,35.3,33.7,32.1,33.3
MOD16A2GF_006_PET_500m_doy2000313_aid0001,PET_500m,aid0001,2000-11-08,1792.0,25.8,42.9,"(25.8,42.9)",30.3098214,1.5849718,2.5121357,30.5,31.5,30.2,28.8,29.8
MOD16A2GF_006_PET_500m_doy2000321_aid0001,PET_500m,aid0001,2000-11-16,1792.0,30.6,58.7,"(30.6,58.7)",44.7344308,4.729328,22.3665433,46.7,47.3,46.4,45.1,46.0
MOD16A2GF_006_PET_500m_doy2000329_aid0001,PET_500m,aid0001,2000-11-24,1792.0,31.0,62.1,"(31.0,62.1)",50.8548549,7.1193076,50.6845412,55.7,62.1,52.1,44.4,49.5
MOD16A2GF_006_PET_500m_doy2000337_aid0001,PET_500m,aid0001,2000-12-02,1792.0,36.7,72.2,"(36.7,72.2)",62.4516741,8.5405387,72.9408008,67.2,71.5,66.2,60.1,64.2
MOD16A2GF_006_PET_500m_doy2000345_aid0001,PET_500m,aid0001,2000-12-10,1792.0,29.4,57.1,"(29.4,57.1)",49.334933,4.6313598,21.449494,52.3,56.3,51.5,45.1,49.4
MOD16A2GF_006_PET_500m_doy2000353_aid0001,PET_500m,aid0001,2000-12-18,1792.0,38.2,73.8,"(38.2,73.8)",66.3287388,7.2433309,52.4658426,70.6,73.8,68.35,61.0,66.7
MOD16A2GF_006_PET_500m_doy2000361_aid0001,PET_500m,aid0001,2000-12-26,1792.0,25.1,52.5,"(25.1,52.5)",43.5926897,5.5143742,30.4083227,47.0,52.5,46.5,36.6,42.7
MOD16A2GF_006_PET_500m_doy2001001_aid0001,PET_500m,aid0001,2001-01-01,1792.0,34.3,70.9,"(34.3,70.9)",61.3765067,5.4703003,29.9241858,64.0,67.3,63.3,56.7,60.9
MOD16A2GF_006_PET_500m_doy2001009_aid0001,PET_500m,aid0001,2001-01-09,1792.0,25.3,54.3,"(25.3,54.3)",44.5198103,4.3541869,18.9589435,47.1,48.8,45.8,40.9,44.6
MOD16A2GF_006_PET_500m_doy2001017_aid0001,PET_500m,aid0001,2001-01-17,1792.0,33.9,68.1,"(33.9,68.1)",54.2815848,11.5170475,132.6423841,63.2,68.1,60.3,33.9,38.6
MOD16A2GF_006_PET_500m_doy2001025_aid0001,PET_500m,aid0001,2001-01-25,1792.0,33.1,70.6,"(33.1,70.6)",46.2800781,8.8116634,77.6454123,52.925,70.6,46.3,33.1,37.0
MOD16A2GF_006_PET_500m_doy2001033_aid0001,PET_500m,aid0001,2001-02-02,1792.0,28.5,60.3,"(28.5,60.3)",35.3152344,7.364896,54.2416931,34.0,37.9,32.7,28.5,31.4
MOD16A2GF_006_PET_500m_doy2001041_aid0001,PET_500m,aid0001,2001-02-10,1792.0,28.1,60.2,"(28.1,60.2)",35.5465402,6.2008108,38.450055,36.0,42.3,33.2,28.1,31.8
MOD16A2GF_006_PET_500m_doy2001049_aid0001,PET_500m,aid0001,2001-02-18,1792.0,21.0,49.1,"(21.0,49.1)",31.5770089,5.8545909,34.2762348,37.8,49.1,29.9,21.0,27.6
MOD16A2GF_006_PET_500m_doy2001057_aid0001,PET_500m,aid0001,2001-02-26,1792.0,31.8,67.1,"(31.8,67.1)",54.8182478,8.8089859,77.5982329,60.5,67.1,59.45,39.2,51.975
MOD16A2GF_006_PET_500m_doy2001065_aid0001,PET_500m,aid0001,2001-03-06,1792.0,28.8,64.3,"(28.8,64.3)",52.0358259,6.3261019,40.0195647,55.7,62.8,54.8,43.1,50.5
MOD16A2GF_006_PET_500m_doy2001073_aid0001,PET_500m,aid0001,2001-03-14,1792.0,28.1,60.2,"(28.1,60.2)",49.2680804,5.4047729,29.2115704,52.4,58.7,51.5,41.5,48.0
MOD16A2GF_006_PET_500m_doy2001081_aid0001,PET_500m,aid0001,2001-03-22,1792.0,23.9,50.0,"(23.9,50.0)",40.2911272,2.5952748,6.7354514,41.7,43.3,40.9,37.5,40.0
MOD16A2GF_006_PET_500m_doy2001089_aid0001,PET_500m,aid0001,2001-03-30,1792.0,29.6,60.2,"(29.6,60.2)",44.240625,8.068868,65.1066309,52.5,60.2,42.3,29.6,35.9
MOD16A2GF_006_PET_500m_doy2001097_aid0001,PET_500m,aid0001,2001-04-07,1792.0,20.6,49.2,"(20.6,49.2)",34.2251674,6.710066,45.024986,41.1,49.2,36.0,20.6,27.775
MOD16A2GF_006_PET_500m_doy2001105_aid0001,PET_500m,aid0001,2001-04-15,1792.0,31.5,51.3,"(31.5,51.3)",44.0060268,2.7920761,7.7956891,45.4,47.0,44.7,40.9,43.6
MOD16A2GF_006_PET_500m_doy2001113_aid0001,PET_500m,aid0001,2001-04-23,1792.0,35.0,47.2,"(35.0,47.2)",39.6930804,1.5605799,2.4354097,40.8,43.3,39.8,35.3,38.6
MOD16A2GF_006_PET_500m_doy2001121_aid0001,PET_500m,aid0001,2001-05-01,1792.0,27.8,38.3,"(27.8,38.3)",31.6866629,1.2826693,1.6452406,32.6,34.1,31.7,28.2,30.8
MOD16A2GF_006_PET_500m_doy2001129_aid0001,PET_500m,aid0001,2001-05-09,1792.0,11.4,26.7,"(11.4,26.7)",21.0979353,2.499719,6.2485951,22.9,26.7,21.5,14.9,19.7
MOD16A2GF_006_PET_500m_doy2001137_aid0001,PET_500m,aid0001,2001-05-17,1792.0,12.8,31.3,"(12.8,31.3)",20.1479353,5.0438796,25.4407212,25.7,31.3,18.5,12.8,15.8
MOD16A2GF_006_PET_500m_doy2001145_aid0001,PET_500m,aid0001,2001-05-25,1792.0,22.1,31.0,"(22.1,31.0)",26.0923549,1.671873,2.7951592,27.7,31.0,25.95,22.1,24.7
MOD16A2GF_006_PET_500m_doy2001153_aid0001,PET_500m,aid0001,2001-06-02,1792.0,25.6,38.1,"(25.6,38.1)",29.9185826,1.8369064,3.374225,31.6,36.0,29.8,25.6,28.4
MOD16A2GF_006_PET_500m_doy2001161_aid0001,PET_500m,aid0001,2001-06-10,1792.0,18.0,31.1,"(18.0,31.1)",24.7540179,2.5964252,6.7414236,27.0,31.1,25.0,18.8,23.7
MOD16A2GF_006_PET_500m_doy2001169_aid0001,PET_500m,aid0001,2001-06-18,1792.0,7.7,17.2,"(7.7,17.2)",12.0741071,2.1308871,4.54068,13.7,16.7,12.5,8.7,11.7
MOD16A2GF_006_PET_500m_doy2001177_aid0001,PET_500m,aid0001,2001-06-26,1792.0,10.3,19.3,"(10.3,19.3)",13.9086496,2.3790257,5.6597634,15.8,19.3,13.3,10.3,12.2
MOD16A2GF_006_PET_500m_doy2001185_aid0001,PET_500m,aid0001,2001-07-04,1792.0,15.0,27.5,"(15.0,27.5)",21.9518973,2.9376571,8.629829,23.7,27.5,22.8,15.0,20.0
MOD16A2GF_006_PET_500m_doy2001193_aid0001,PET_500m,aid0001,2001-07-12,1792.0,25.7,32.7,"(25.7,32.7)",28.8631696,1.3031147,1.6981078,30.1,32.7,28.4,25.7,27.8
MOD16A2GF_006_PET_500m_doy2001201_aid0001,PET_500m,aid0001,2001-07-20,1792.0,14.5,25.5,"(14.5,25.5)",19.0498884,1.4962528,2.2387723,20.2,23.1,18.8,14.7,18.0
MOD16A2GF_006_PET_500m_doy2001209_aid0001,PET_500m,aid0001,2001-07-28,1792.0,23.9,35.1,"(23.9,35.1)",30.6921317,1.6093441,2.5899883,31.9,34.9,30.5,26.7,29.8
MOD16A2GF_006_PET_500m_doy2001217_aid0001,PET_500m,aid0001,2001-08-05,1792.0,20.4,39.6,"(20.4,39.6)",33.836942,1.4949831,2.2349746,34.6,36.1,34.0,31.6,33.4
MOD16A2GF_006_PET_500m_doy2001225_aid0001,PET_500m,aid0001,2001-08-13,1792.0,16.7,38.5,"(16.7,38.5)",31.3392299,3.4601665,11.9727523,33.2,35.3,32.7,28.9,31.4
MOD16A2GF_006_PET_500m_doy2001233_aid0001,PET_500m,aid0001,2001-08-21,1792.0,14.6,31.0,"(14.6,31.0)",23.4686384,4.1669604,17.3635589,26.4,31.0,24.0,14.6,21.2
MOD16A2GF_006_PET_500m_doy2001241_aid0001,PET_500m,aid0001,2001-08-29,1792.0,22.0,44.0,"(22.0,44.0)",27.7995536,7.5038918,56.3083927,29.175,38.5,23.8,22.0,22.8
MOD16A2GF_006_PET_500m_doy2001249_aid0001,PET_500m,aid0001,2001-09-06,1792.0,17.5,35.8,"(17.5,35.8)",29.2592076,3.6375451,13.2317344,32.0,35.8,28.9,20.8,27.5
MOD16A2GF_006_PET_500m_doy2001257_aid0001,PET_500m,aid0001,2001-09-14,1792.0,20.3,43.3,"(20.3,43.3)",37.3777902,4.5092957,20.3337478,39.1,40.4,38.5,35.9,37.8
MOD16A2GF_006_PET_500m_doy2001265_aid0001,PET_500m,aid0001,2001-09-22,1792.0,21.6,38.8,"(21.6,38.8)",30.4391183,2.5563022,6.5346807,31.8,36.1,30.0,25.3,28.9
MOD16A2GF_006_PET_500m_doy2001273_aid0001,PET_500m,aid0001,2001-09-30,1792.0,26.1,54.9,"(26.1,54.9)",49.3085379,1.9327302,3.7354461,49.925,51.0,49.5,48.2,49.2
MOD16A2GF_006_PET_500m_doy2001281_aid0001,PET_500m,aid0001,2001-10-08,1792.0,27.2,50.2,"(27.2,50.2)",39.7248884,1.8318045,3.3555078,40.4,41.3,40.1,38.9,39.8
MOD16A2GF_006_PET_500m_doy2001289_aid0001,PET_500m,aid0001,2001-10-16,1792.0,32.6,63.9,"(32.6,63.9)",57.2098772,5.1686866,26.715321,58.9,60.1,58.5,56.7,58.0
MOD16A2GF_006_PET_500m_doy2001297_aid0001,PET_500m,aid0001,2001-10-24,1792.0,40.3,64.8,"(40.3,64.8)",61.2245536,2.4031322,5.7750444,62.7,64.8,61.5,56.5,60.2
MOD16A2GF_006_PET_500m_doy2001305_aid0001,PET_500m,aid0001,2001-11-01,1792.0,27.8,53.7,"(27.8,53.7)",51.5597656,1.3048991,1.7027618,52.2,53.5,51.7,50.3,51.3
MOD16A2GF_006_PET_500m_doy2001313_aid0001,PET_500m,aid0001,2001-11-09,1792.0,28.5,52.7,"(28.5,52.7)",46.9470982,1.9564147,3.8275585,47.4,48.9,46.9,44.9,46.4
MOD16A2GF_006_PET_500m_doy2001321_aid0001,PET_500m,aid0001,2001-11-17,1792.0,34.7,72.1,"(34.7,72.1)",58.5901228,10.6457391,113.3317607,65.7,72.1,65.0,39.6,55.2
MOD16A2GF_006_PET_500m_doy2001329_aid0001,PET_500m,aid0001,2001-11-25,1792.0,32.8,63.4,"(32.8,63.4)",55.5990513,2.9004587,8.4126609,57.0,60.4,56.5,51.4,54.7
MOD16A2GF_006_PET_500m_doy2001337_aid0001,PET_500m,aid0001,2001-12-03,1792.0,32.7,63.3,"(32.7,63.3)",55.8678571,5.0713849,25.7189445,57.4,58.4,57.1,55.7,56.7
MOD16A2GF_006_PET_500m_doy2001345_aid0001,PET_500m,aid0001,2001-12-11,1792.0,28.0,59.8,"(28.0,59.8)",46.4049665,7.5074288,56.3614876,53.1,59.8,47.6,28.0,41.9
MOD16A2GF_006_PET_500m_doy2001353_aid0001,PET_500m,aid0001,2001-12-19,1792.0,32.3,66.7,"(32.3,66.7)",48.7505022,10.8322543,117.3377341,59.7,66.7,53.8,32.3,39.0
MOD16A2GF_006_PET_500m_doy2001361_aid0001,PET_500m,aid0001,2001-12-27,1792.0,22.3,45.4,"(22.3,45.4)",32.7370536,7.7690915,60.3587833,41.6,45.4,30.7,22.3,24.9
MOD16A2GF_006_PET_500m_doy2002001_aid0001,PET_500m,aid0001,2002-01-01,1792.0,38.5,77.5,"(38.5,77.5)",55.2779018,14.152475,200.2925474,71.2,77.5,43.0,38.5,42.5
MOD16A2GF_006_PET_500m_doy2002009_aid0001,PET_500m,aid0001,2002-01-09,1792.0,22.3,50.1,"(22.3,50.1)",31.9769531,5.9645258,35.5755682,37.925,50.1,29.6,22.3,26.8
MOD16A2GF_006_PET_500m_doy2002017_aid0001,PET_500m,aid0001,2002-01-17,1792.0,32.2,66.8,"(32.2,66.8)",54.9609375,7.6387481,58.3504719,60.5,66.8,56.8,47.4,53.2
MOD16A2GF_006_PET_500m_doy2002025_aid0001,PET_500m,aid0001,2002-01-25,1792.0,37.4,72.1,"(37.4,72.1)",63.4984375,4.5483008,20.68704,65.6,69.0,65.1,59.9,63.3
