File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD16A2GF_006_ET_500m_doy2000001_aid0001,ET_500m,aid0001,2000-01-01,66728.0,2.1,4.9,"(2.1,4.9)",3.5278324,0.7330289,0.5373314,4.2,4.9,3.6,2.1,2.8
MOD16A2GF_006_ET_500m_doy2000009_aid0001,ET_500m,aid0001,2000-01-09,66728.0,4.1,7.4,"(4.1,7.4)",6.268466,0.3997948,0.1598358,6.5,7.2,6.2,5.3,6.0
MOD16A2GF_006_ET_500m_doy2000017_aid0001,ET_500m,aid0001,2000-01-17,66728.0,3.1,9.3,"(3.1,9.3)",6.290238,1.1365136,1.2916632,7.0,8.8,6.6,4.0,5.8
MOD16A2GF_006_ET_500m_doy2000025_aid0001,ET_500m,aid0001,2000-01-25,66728.0,5.2,10.0,"(5.2,10.0)",7.5606597,0.8412747,0.707743,7.9,9.2,7.3,5.7,7.0
MOD16A2GF_006_ET_500m_doy2000033_aid0001,ET_500m,aid0001,2000-02-02,66728.0,4.3,9.2,"(4.3,9.2)",6.7637813,0.7849743,0.6161846,7.1,8.4,6.5,4.9,6.2
MOD16A2GF_006_ET_500m_doy2000041_aid0001,ET_500m,aid0001,2000-02-10,66728.0,4.2,9.0,"(4.2,9.0)",6.6026466,0.7898633,0.623884,7.1,8.9,6.4,4.2,5.9
MOD16A2GF_006_ET_500m_doy2000049_aid0001,ET_500m,aid0001,2000-02-18,66728.0,4.6,11.6,"(4.6,11.6)",7.6973999,1.4178191,2.010211,8.1,10.2,7.2,4.6,6.7
MOD16A2GF_006_ET_500m_doy2000057_aid0001,ET_500m,aid0001,2000-02-26,66728.0,4.8,13.0,"(4.8,13.0)",7.4249865,1.2372225,1.5307195,8.0,10.1,7.1,4.8,6.6
MOD16A2GF_006_ET_500m_doy2000065_aid0001,ET_500m,aid0001,2000-03-05,66728.0,3.9,13.3,"(3.9,13.3)",6.7181963,1.3471733,1.814876,7.7,10.7,6.5,3.9,5.7
MOD16A2GF_006_ET_500m_doy2000073_aid0001,ET_500m,aid0001,2000-03-13,66728.0,3.5,11.6,"(3.5,11.6)",5.9487067,1.3680797,1.871642,7.3,11.2,5.8,3.5,4.7
MOD16A2GF_006_ET_500m_doy2000081_aid0001,ET_500m,aid0001,2000-03-21,66728.0,2.9,9.9,"(2.9,9.9)",6.7571244,0.8032373,0.6451902,7.3,8.9,6.6,4.6,6.2
MOD16A2GF_006_ET_500m_doy2000089_aid0001,ET_500m,aid0001,2000-03-29,66728.0,0.2,8.8,"(0.2,8.8)",6.6281636,0.8406729,0.7067309,7.3,8.8,6.7,4.1,5.9
MOD16A2GF_006_ET_500m_doy2000097_aid0001,ET_500m,aid0001,2000-04-06,66728.0,1.3,5.1,"(1.3,5.1)",2.3040942,0.4732672,0.2239819,2.7,3.7,2.1,1.3,2.0
MOD16A2GF_006_ET_500m_doy2000105_aid0001,ET_500m,aid0001,2000-04-14,66728.0,1.7,7.7,"(1.7,7.7)",3.9588449,0.9511156,0.9046208,4.7,6.9,3.9,1.7,3.2
MOD16A2GF_006_ET_500m_doy2000113_aid0001,ET_500m,aid0001,2000-04-22,66728.0,1.6,7.9,"(1.6,7.9)",3.7209462,1.1588112,1.3428434,4.6,7.3,3.5,1.6,2.8
MOD16A2GF_006_ET_500m_doy2000121_aid0001,ET_500m,aid0001,2000-04-30,66728.0,0.7,26.6,"(0.7,26.6)",1.7168505,0.4372224,0.1911634,2.0,2.9,1.6,0.7,1.4
MOD16A2GF_006_ET_500m_doy2000129_aid0001,ET_500m,aid0001,2000-05-08,66728.0,0.4,15.6,"(0.4,15.6)",1.2969413,0.3765948,0.1418236,1.4,1.8,1.2,0.7,1.1
MOD16A2GF_006_ET_500m_doy2000137_aid0001,ET_500m,aid0001,2000-05-16,66728.0,0.2,14.7,"(0.2,14.7)",1.1443787,0.521224,0.2716744,1.3,2.0,1.0,0.2,0.8
MOD16A2GF_006_ET_500m_doy2000145_aid0001,ET_500m,aid0001,2000-05-24,66728.0,0.1,10.1,"(0.1,10.1)",0.9182322,0.509847,0.2599439,1.1,1.8,0.7,0.1,0.6
MOD16A2GF_006_ET_500m_doy2000153_aid0001,ET_500m,aid0001,2000-06-01,66728.0,0.2,9.5,"(0.2,9.5)",0.9993691,0.494631,0.2446599,1.2,1.9,0.8,0.2,0.7
MOD16A2GF_006_ET_500m_doy2000161_aid0001,ET_500m,aid0001,2000-06-09,66728.0,0.4,7.6,"(0.4,7.6)",1.1411971,0.4728292,0.2235675,1.3,1.9,1.0,0.4,0.9
MOD16A2GF_006_ET_500m_doy2000169_aid0001,ET_500m,aid0001,2000-06-17,66728.0,0.5,10.7,"(0.5,10.7)",1.2075141,0.5085979,0.2586718,1.3,1.9,1.0,0.5,0.9
MOD16A2GF_006_ET_500m_doy2000177_aid0001,ET_500m,aid0001,2000-06-25,66728.0,0.4,10.0,"(0.4,10.0)",1.0213299,0.4843327,0.2345782,1.0,1.3,0.9,0.5,0.8
MOD16A2GF_006_ET_500m_doy2000185_aid0001,ET_500m,aid0001,2000-07-03,66728.0,0.3,8.7,"(0.3,8.7)",0.840226,0.4511844,0.2035674,0.8,0.9,0.7,0.6,0.7
MOD16A2GF_006_ET_500m_doy2000193_aid0001,ET_500m,aid0001,2000-07-11,66728.0,0.7,7.5,"(0.7,7.5)",1.1667081,0.3191217,0.1018387,1.2,1.5,1.1,0.7,1.0
MOD16A2GF_006_ET_500m_doy2000201_aid0001,ET_500m,aid0001,2000-07-19,66728.0,0.4,6.8,"(0.4,6.8)",1.1647329,0.3446927,0.118813,1.3,1.7,1.1,0.6,1.0
MOD16A2GF_006_ET_500m_doy2000209_aid0001,ET_500m,aid0001,2000-07-27,66728.0,0.2,6.6,"(0.2,6.6)",0.6421697,0.2269743,0.0515173,0.7,0.8,0.6,0.5,0.6
MOD16A2GF_006_ET_500m_doy2000217_aid0001,ET_500m,aid0001,2000-08-04,66728.0,0.4,5.7,"(0.4,5.7)",0.8177931,0.1891416,0.0357746,0.9,1.2,0.8,0.4,0.7
MOD16A2GF_006_ET_500m_doy2000225_aid0001,ET_500m,aid0001,2000-08-12,66728.0,0.3,5.1,"(0.3,5.1)",0.700051,0.1670925,0.0279199,0.8,1.1,0.7,0.3,0.6
MOD16A2GF_006_ET_500m_doy2000233_aid0001,ET_500m,aid0001,2000-08-20,66728.0,0.3,6.6,"(0.3,6.6)",0.7144947,0.1683613,0.0283455,0.8,0.9,0.7,0.6,0.7
MOD16A2GF_006_ET_500m_doy2000241_aid0001,ET_500m,aid0001,2000-08-28,66728.0,0.1,4.0,"(0.1,4.0)",0.4105773,0.1382336,0.0191085,0.5,0.6,0.4,0.3,0.4
MOD16A2GF_006_ET_500m_doy2000249_aid0001,ET_500m,aid0001,2000-09-05,66728.0,0.2,4.6,"(0.2,4.6)",0.4161491,0.1178588,0.0138907,0.5,0.6,0.4,0.3,0.4
MOD16A2GF_006_ET_500m_doy2000257_aid0001,ET_500m,aid0001,2000-09-13,66728.0,0.3,3.0,"(0.3,3.0)",0.5058266,0.1196267,0.0143106,0.6,0.9,0.5,0.3,0.4
MOD16A2GF_006_ET_500m_doy2000265_aid0001,ET_500m,aid0001,2000-09-21,66728.0,1.0,7.1,"(1.0,7.1)",1.4101307,0.1885308,0.0355439,1.5,1.8,1.4,1.0,1.3
MOD16A2GF_006_ET_500m_doy2000273_aid0001,ET_500m,aid0001,2000-09-29,66728.0,1.5,4.6,"(1.5,4.6)",2.6553396,0.7103785,0.5046376,3.4,4.6,2.5,1.5,2.0
MOD16A2GF_006_ET_500m_doy2000281_aid0001,ET_500m,aid0001,2000-10-07,66728.0,1.0,3.3,"(1.0,3.3)",1.7527784,0.3266205,0.1066809,1.9,2.3,1.7,1.2,1.6
MOD16A2GF_006_ET_500m_doy2000289_aid0001,ET_500m,aid0001,2000-10-15,66728.0,1.2,3.3,"(1.2,3.3)",1.8652889,0.3091674,0.0955845,2.0,2.4,1.8,1.3,1.7
MOD16A2GF_006_ET_500m_doy2000297_aid0001,ET_500m,aid0001,2000-10-23,66728.0,0.4,1.5,"(0.4,1.5)",0.6609354,0.0858849,0.0073762,0.7,0.8,0.7,0.5,0.6
MOD16A2GF_006_ET_500m_doy2000305_aid0001,ET_500m,aid0001,2000-10-31,66728.0,2.8,4.4,"(2.8,4.4)",3.3273993,0.1730153,0.0299343,3.4,3.7,3.3,2.9,3.2
MOD16A2GF_006_ET_500m_doy2000313_aid0001,ET_500m,aid0001,2000-11-08,66728.0,0.0,8.1,"(0.0,8.1)",5.0056468,0.925018,0.8556584,5.9,8.1,4.7,1.9,4.2
MOD16A2GF_006_ET_500m_doy2000321_aid0001,ET_500m,aid0001,2000-11-16,66728.0,0.0,6.8,"(0.0,6.8)",5.2370324,0.2417776,0.0584564,5.4,5.8,5.2,4.7,5.1
MOD16A2GF_006_ET_500m_doy2000329_aid0001,ET_500m,aid0001,2000-11-24,66728.0,0.0,8.4,"(0.0,8.4)",6.4898304,0.6991371,0.4887927,7.0,8.3,6.4,4.8,6.1
MOD16A2GF_006_ET_500m_doy2000337_aid0001,ET_500m,aid0001,2000-12-02,66728.0,-0.1,8.7,"(-0.1,8.7)",7.2242012,0.3691826,0.1362958,7.5,8.2,7.2,6.3,7.0
MOD16A2GF_006_ET_500m_doy2000345_aid0001,ET_500m,aid0001,2000-12-10,66728.0,-0.1,8.7,"(-0.1,8.7)",6.7486063,0.6223439,0.3873119,7.2,8.4,6.8,5.2,6.4
MOD16A2GF_006_ET_500m_doy2000353_aid0001,ET_500m,aid0001,2000-12-18,66728.0,0.1,8.4,"(0.1,8.4)",5.5534169,0.887635,0.787896,6.2,8.1,5.3,3.3,4.9
MOD16A2GF_006_ET_500m_doy2000361_aid0001,ET_500m,aid0001,2000-12-26,66728.0,-0.2,6.6,"(-0.2,6.6)",4.8725767,0.416303,0.1733082,5.1,5.8,4.8,3.9,4.6
MOD16A2GF_006_ET_500m_doy2001001_aid0001,ET_500m,aid0001,2001-01-01,66728.0,0.0,8.6,"(0.0,8.6)",6.5649802,0.5861148,0.3435305,6.8,7.8,6.6,5.1,6.1
MOD16A2GF_006_ET_500m_doy2001009_aid0001,ET_500m,aid0001,2001-01-09,66728.0,0.0,8.9,"(0.0,8.9)",5.8157715,1.0801073,1.1666317,6.9,8.9,5.6,2.3,4.9
MOD16A2GF_006_ET_500m_doy2001017_aid0001,ET_500m,aid0001,2001-01-17,66728.0,-0.1,8.9,"(-0.1,8.9)",6.8318967,0.4167618,0.1736904,7.1,7.8,6.8,5.9,6.6
MOD16A2GF_006_ET_500m_doy2001025_aid0001,ET_500m,aid0001,2001-01-25,66728.0,0.0,8.5,"(0.0,8.5)",6.7155212,0.5330616,0.2841547,7.1,8.1,6.7,5.4,6.4
MOD16A2GF_006_ET_500m_doy2001033_aid0001,ET_500m,aid0001,2001-02-02,66728.0,0.0,11.5,"(0.0,11.5)",6.7842495,1.1159989,1.2454536,7.4,9.6,6.8,3.7,5.9
MOD16A2GF_006_ET_500m_doy2001041_aid0001,ET_500m,aid0001,2001-02-10,66728.0,0.0,9.3,"(0.0,9.3)",6.7760221,0.6106203,0.3728572,7.1,8.1,6.7,5.4,6.4
MOD16A2GF_006_ET_500m_doy2001049_aid0001,ET_500m,aid0001,2001-02-18,66728.0,0.0,12.3,"(0.0,12.3)",7.0329247,1.3774812,1.8974545,7.9,10.9,6.8,3.0,5.9
MOD16A2GF_006_ET_500m_doy2001057_aid0001,ET_500m,aid0001,2001-02-26,66728.0,1.7,7.2,"(1.7,7.2)",4.4786581,0.9452555,0.8935079,5.4,7.2,4.3,1.7,3.8
MOD16A2GF_006_ET_500m_doy2001065_aid0001,ET_500m,aid0001,2001-03-06,66728.0,3.8,8.9,"(3.8,8.9)",6.2042771,0.6927466,0.4798978,6.7,8.2,6.1,4.4,5.7
MOD16A2GF_006_ET_500m_doy2001073_aid0001,ET_500m,aid0001,2001-03-14,66728.0,3.5,7.6,"(3.5,7.6)",5.6938122,0.6268774,0.3929753,6.1,7.3,5.7,4.1,5.3
MOD16A2GF_006_ET_500m_doy2001081_aid0001,ET_500m,aid0001,2001-03-22,66728.0,4.3,10.4,"(4.3,10.4)",7.7233755,0.9987579,0.9975174,8.5,10.4,7.5,4.8,7.0
MOD16A2GF_006_ET_500m_doy2001089_aid0001,ET_500m,aid0001,2001-03-30,66728.0,2.5,5.4,"(2.5,5.4)",3.5781726,0.5088042,0.2588817,4.0,5.2,3.5,2.5,3.2
MOD16A2GF_006_ET_500m_doy2001097_aid0001,ET_500m,aid0001,2001-04-07,66728.0,1.7,5.1,"(1.7,5.1)",3.0680839,0.6855678,0.4700033,3.7,5.1,2.8,1.7,2.6
MOD16A2GF_006_ET_500m_doy2001105_aid0001,ET_500m,aid0001,2001-04-15,66728.0,1.8,10.0,"(1.8,10.0)",5.6001499,1.94349,3.7771532,7.4,10.0,5.5,1.8,4.2
MOD16A2GF_006_ET_500m_doy2001113_aid0001,ET_500m,aid0001,2001-04-23,66728.0,1.1,11.4,"(1.1,11.4)",3.0956945,1.2948466,1.6766277,4.3,7.6,2.5,1.1,2.1
MOD16A2GF_006_ET_500m_doy2001121_aid0001,ET_500m,aid0001,2001-05-01,66728.0,0.6,15.3,"(0.6,15.3)",1.8385745,0.5894357,0.3474345,2.2,3.4,1.6,0.6,1.4
MOD16A2GF_006_ET_500m_doy2001129_aid0001,ET_500m,aid0001,2001-05-09,66728.0,0.2,9.8,"(0.2,9.8)",1.1411896,0.4369355,0.1909127,1.3,2.0,1.1,0.2,0.8
MOD16A2GF_006_ET_500m_doy2001137_aid0001,ET_500m,aid0001,2001-05-17,66728.0,0.5,8.8,"(0.5,8.8)",1.2152904,0.3915834,0.1533376,1.4,2.0,1.1,0.5,1.0
MOD16A2GF_006_ET_500m_doy2001145_aid0001,ET_500m,aid0001,2001-05-25,66728.0,0.5,9.1,"(0.5,9.1)",1.0835631,0.4668856,0.2179821,1.2,1.8,0.9,0.5,0.8
MOD16A2GF_006_ET_500m_doy2001153_aid0001,ET_500m,aid0001,2001-06-02,66728.0,0.2,9.3,"(0.2,9.3)",0.8209507,0.4992062,0.2492068,1.0,1.6,0.6,0.2,0.6
MOD16A2GF_006_ET_500m_doy2001161_aid0001,ET_500m,aid0001,2001-06-10,66728.0,0.6,8.8,"(0.6,8.8)",1.4098939,0.602568,0.3630882,1.6,2.3,1.2,0.6,1.1
MOD16A2GF_006_ET_500m_doy2001169_aid0001,ET_500m,aid0001,2001-06-18,66728.0,0.3,6.8,"(0.3,6.8)",0.7996928,0.3976923,0.1581591,0.9,1.3,0.7,0.3,0.6
MOD16A2GF_006_ET_500m_doy2001177_aid0001,ET_500m,aid0001,2001-06-26,66728.0,0.2,9.1,"(0.2,9.1)",0.673359,0.4173022,0.1741411,0.7,1.0,0.6,0.2,0.5
MOD16A2GF_006_ET_500m_doy2001185_aid0001,ET_500m,aid0001,2001-07-04,66728.0,0.1,10.2,"(0.1,10.2)",0.625499,0.4112188,0.1691009,0.6,0.7,0.5,0.4,0.5
MOD16A2GF_006_ET_500m_doy2001193_aid0001,ET_500m,aid0001,2001-07-12,66728.0,0.2,8.3,"(0.2,8.3)",0.6255395,0.3620888,0.1311083,0.7,1.0,0.6,0.2,0.5
MOD16A2GF_006_ET_500m_doy2001201_aid0001,ET_500m,aid0001,2001-07-20,66728.0,0.8,10.0,"(0.8,10.0)",1.2669794,0.2748053,0.075518,1.3,1.4,1.3,1.1,1.2
MOD16A2GF_006_ET_500m_doy2001209_aid0001,ET_500m,aid0001,2001-07-28,66728.0,0.2,13.1,"(0.2,13.1)",0.5396505,0.2174442,0.047282,0.6,0.7,0.5,0.4,0.5
MOD16A2GF_006_ET_500m_doy2001217_aid0001,ET_500m,aid0001,2001-08-05,66728.0,0.3,4.5,"(0.3,4.5)",0.7398828,0.1828925,0.0334497,0.8,0.9,0.8,0.6,0.7
MOD16A2GF_006_ET_500m_doy2001225_aid0001,ET_500m,aid0001,2001-08-13,66728.0,0.8,5.8,"(0.8,5.8)",1.2743211,0.1495332,0.0223602,1.4,1.7,1.3,0.9,1.2
MOD16A2GF_006_ET_500m_doy2001233_aid0001,ET_500m,aid0001,2001-08-21,66728.0,0.3,4.1,"(0.3,4.1)",0.6838344,0.1821068,0.0331629,0.8,1.1,0.7,0.3,0.6
MOD16A2GF_006_ET_500m_doy2001241_aid0001,ET_500m,aid0001,2001-08-29,66728.0,0.3,4.0,"(0.3,4.0)",0.6814396,0.1641711,0.0269521,0.8,1.1,0.7,0.3,0.6
MOD16A2GF_006_ET_500m_doy2001249_aid0001,ET_500m,aid0001,2001-09-06,66728.0,0.3,3.2,"(0.3,3.2)",0.5318382,0.1307728,0.0171015,0.6,0.9,0.6,0.3,0.4
MOD16A2GF_006_ET_500m_doy2001257_aid0001,ET_500m,aid0001,2001-09-14,66728.0,0.4,1.7,"(0.4,1.7)",0.6721541,0.1088359,0.0118452,0.7,0.8,0.7,0.5,0.6
MOD16A2GF_006_ET_500m_doy2001265_aid0001,ET_500m,aid0001,2001-09-22,66728.0,0.2,2.0,"(0.2,2.0)",0.4604199,0.0866038,0.0075002,0.5,0.6,0.5,0.3,0.4
MOD16A2GF_006_ET_500m_doy2001273_aid0001,ET_500m,aid0001,2001-09-30,66728.0,0.3,1.2,"(0.3,1.2)",0.5313392,0.1086825,0.0118119,0.6,0.9,0.5,0.3,0.4
MOD16A2GF_006_ET_500m_doy2001281_aid0001,ET_500m,aid0001,2001-10-08,66728.0,0.7,1.7,"(0.7,1.7)",1.0495339,0.1321417,0.0174614,1.1,1.2,1.0,0.9,1.0
MOD16A2GF_006_ET_500m_doy2001289_aid0001,ET_500m,aid0001,2001-10-16,66728.0,0.3,2.5,"(0.3,2.5)",1.1722665,0.4511604,0.2035457,1.5,2.4,1.1,0.3,0.9
MOD16A2GF_006_ET_500m_doy2001297_aid0001,ET_500m,aid0001,2001-10-24,66728.0,1.6,5.1,"(1.6,5.1)",3.1892654,0.5793472,0.3356432,3.6,4.6,3.2,1.9,2.9
MOD16A2GF_006_ET_500m_doy2001305_aid0001,ET_500m,aid0001,2001-11-01,66728.0,3.1,6.8,"(3.1,6.8)",4.9796592,0.4846041,0.2348412,5.3,6.3,5.0,3.6,4.6
MOD16A2GF_006_ET_500m_doy2001313_aid0001,ET_500m,aid0001,2001-11-09,66728.0,0.9,5.4,"(0.9,5.4)",3.1610314,0.4447306,0.1977853,3.3,3.7,3.1,2.6,3.0
MOD16A2GF_006_ET_500m_doy2001321_aid0001,ET_500m,aid0001,2001-11-17,66728.0,1.8,4.4,"(1.8,4.4)",2.6870204,0.3879391,0.1504968,3.0,3.9,2.6,1.8,2.4
MOD16A2GF_006_ET_500m_doy2001329_aid0001,ET_500m,aid0001,2001-11-25,66728.0,4.4,7.5,"(4.4,7.5)",5.6124565,0.3572075,0.1275972,5.8,6.4,5.5,4.8,5.4
MOD16A2GF_006_ET_500m_doy2001337_aid0001,ET_500m,aid0001,2001-12-03,66728.0,3.5,9.1,"(3.5,9.1)",6.6233395,0.4780039,0.2284878,6.9,7.8,6.6,5.4,6.3
MOD16A2GF_006_ET_500m_doy2001345_aid0001,ET_500m,aid0001,2001-12-11,66728.0,2.9,9.6,"(2.9,9.6)",6.8535682,0.7805329,0.6092317,7.5,9.0,6.8,4.8,6.2
MOD16A2GF_006_ET_500m_doy2001353_aid0001,ET_500m,aid0001,2001-12-19,66728.0,3.9,10.6,"(3.9,10.6)",7.4848954,0.6776765,0.4592454,7.8,9.0,7.3,5.8,7.0
MOD16A2GF_006_ET_500m_doy2001361_aid0001,ET_500m,aid0001,2001-12-27,66728.0,2.9,7.7,"(2.9,7.7)",5.1787181,0.4589289,0.2106157,5.5,6.5,5.2,3.8,4.8
MOD16A2GF_006_ET_500m_doy2002001_aid0001,ET_500m,aid0001,2002-01-01,66728.0,0.2,11.5,"(0.2,11.5)",7.9617552,0.9759067,0.9523939,8.7,10.9,7.9,5.0,7.2
MOD16A2GF_006_ET_500m_doy2002009_aid0001,ET_500m,aid0001,2002-01-09,66728.0,0.0,8.4,"(0.0,8.4)",5.4121868,0.888449,0.7893417,6.1,8.2,5.4,2.8,4.7
MOD16A2GF_006_ET_500m_doy2002017_aid0001,ET_500m,aid0001,2002-01-17,66728.0,-0.2,8.7,"(-0.2,8.7)",6.541323,0.6843102,0.4682804,6.9,8.1,6.4,4.9,6.1
MOD16A2GF_006_ET_500m_doy2002025_aid0001,ET_500m,aid0001,2002-01-25,66728.0,-0.1,9.0,"(-0.1,9.0)",6.4123082,0.698382,0.4877374,6.8,8.1,6.4,5.0,5.9
MOD16A2GF_006_ET_500m_doy2002033_aid0001,ET_500m,aid0001,2002-02-02,66728.0,-0.1,9.2,"(-0.1,9.2)",6.4102626,0.8756792,0.7668141,6.9,8.7,6.2,3.9,5.7
MOD16A2GF_006_ET_500m_doy2002041_aid0001,ET_500m,aid0001,2002-02-10,66728.0,1.5,11.2,"(1.5,11.2)",7.1101771,1.2031761,1.4476328,7.6,9.5,6.8,5.4,6.3
MOD16A2GF_006_ET_500m_doy2002049_aid0001,ET_500m,aid0001,2002-02-18,66728.0,0.0,12.2,"(0.0,12.2)",7.5145666,1.5774454,2.4883339,8.5,11.5,7.7,3.5,6.5
MOD16A2GF_006_ET_500m_doy2002057_aid0001,ET_500m,aid0001,2002-02-26,66728.0,2.5,12.5,"(2.5,12.5)",6.7057607,1.3487125,1.8190254,7.1,8.9,6.4,4.1,5.9
MOD16A2GF_006_ET_500m_doy2002065_aid0001,ET_500m,aid0001,2002-03-06,66728.0,4.0,13.4,"(4.0,13.4)",7.0838688,1.4903862,2.221251,8.0,11.3,7.1,4.0,5.8
MOD16A2GF_006_ET_500m_doy2002073_aid0001,ET_500m,aid0001,2002-03-14,66728.0,3.7,9.5,"(3.7,9.5)",5.638059,0.8955677,0.8020415,6.3,8.2,5.4,3.7,5.0
MOD16A2GF_006_ET_500m_doy2002081_aid0001,ET_500m,aid0001,2002-03-22,66728.0,4.2,9.1,"(4.2,9.1)",6.3154403,0.9441838,0.8914831,7.1,9.1,6.2,4.2,5.5
MOD16A2GF_006_ET_500m_doy2002089_aid0001,ET_500m,aid0001,2002-03-30,66728.0,5.2,12.3,"(5.2,12.3)",8.0971107,1.5710897,2.4683228,9.4,12.3,7.6,5.2,6.8
MOD16A2GF_006_ET_500m_doy2002097_aid0001,ET_500m,aid0001,2002-04-07,66728.0,3.4,8.3,"(3.4,8.3)",4.7302437,0.8882569,0.7890003,5.6,7.2,4.3,3.4,4.0
MOD16A2GF_006_ET_500m_doy2002105_aid0001,ET_500m,aid0001,2002-04-15,66728.0,5.0,11.6,"(5.0,11.6)",8.1147644,1.3168441,1.7340783,9.2,11.6,7.8,5.0,7.2
MOD16A2GF_006_ET_500m_doy2002113_aid0001,ET_500m,aid0001,2002-04-23,66728.0,4.8,15.5,"(4.8,15.5)",9.5772749,2.5244502,6.3728486,12.0,15.5,9.3,4.8,7.4
MOD16A2GF_006_ET_500m_doy2002121_aid0001,ET_500m,aid0001,2002-05-01,66728.0,2.4,10.3,"(2.4,10.3)",5.5131744,1.8496849,3.4213342,7.4,10.3,5.0,2.4,4.0
MOD16A2GF_006_ET_500m_doy2002129_aid0001,ET_500m,aid0001,2002-05-09,66728.0,1.9,12.9,"(1.9,12.9)",3.6946694,0.8726186,0.7614632,4.5,6.7,3.4,1.9,3.0
MOD16A2GF_006_ET_500m_doy2002137_aid0001,ET_500m,aid0001,2002-05-17,66728.0,1.5,10.7,"(1.5,10.7)",2.9641934,0.8394982,0.7047572,3.6,5.5,2.8,1.5,2.3
MOD16A2GF_006_ET_500m_doy2002145_aid0001,ET_500m,aid0001,2002-05-25,66728.0,0.5,10.0,"(0.5,10.0)",1.654857,0.6923381,0.479332,2.0,3.2,1.5,0.5,1.2
MOD16A2GF_006_ET_500m_doy2002153_aid0001,ET_500m,aid0001,2002-06-02,66728.0,0.2,10.9,"(0.2,10.9)",1.6208144,0.7941365,0.6306528,2.0,3.3,1.4,0.2,1.1
MOD16A2GF_006_ET_500m_doy2002161_aid0001,ET_500m,aid0001,2002-06-10,66728.0,0.4,9.7,"(0.4,9.7)",1.6976636,0.7341092,0.5389163,2.1,3.6,1.5,0.4,1.1
MOD16A2GF_006_ET_500m_doy2002169_aid0001,ET_500m,aid0001,2002-06-18,66728.0,0.5,20.0,"(0.5,20.0)",1.559206,0.756714,0.5726161,1.9,3.2,1.4,0.5,1.0
MOD16A2GF_006_ET_500m_doy2002177_aid0001,ET_500m,aid0001,2002-06-26,66728.0,0.6,11.9,"(0.6,11.9)",1.5928681,0.7922161,0.6276063,1.9,3.2,1.4,0.6,1.0
MOD16A2GF_006_ET_500m_doy2002185_aid0001,ET_500m,aid0001,2002-07-04,66728.0,0.5,31.3,"(0.5,31.3)",1.5916017,0.6218838,0.3867395,1.8,2.7,1.4,0.5,1.2
MOD16A2GF_006_ET_500m_doy2002193_aid0001,ET_500m,aid0001,2002-07-12,66728.0,0.2,12.4,"(0.2,12.4)",1.0985583,0.6528896,0.4262649,1.2,1.9,0.8,0.2,0.7
MOD16A2GF_006_ET_500m_doy2002201_aid0001,ET_500m,aid0001,2002-07-20,66728.0,0.2,10.5,"(0.2,10.5)",0.8674589,0.4574865,0.2092939,0.9,1.3,0.7,0.2,0.6
MOD16A2GF_006_ET_500m_doy2002209_aid0001,ET_500m,aid0001,2002-07-28,66728.0,0.3,17.7,"(0.3,17.7)",1.1504166,0.4008748,0.1607006,1.3,1.9,1.0,0.3,0.9
MOD16A2GF_006_ET_500m_doy2002217_aid0001,ET_500m,aid0001,2002-08-05,66728.0,0.2,5.8,"(0.2,5.8)",0.7843649,0.2990363,0.0894227,0.8,0.9,0.7,0.6,0.7
MOD16A2GF_006_ET_500m_doy2002225_aid0001,ET_500m,aid0001,2002-08-13,66728.0,0.2,4.8,"(0.2,4.8)",0.6911866,0.2124626,0.0451404,0.7,0.8,0.7,0.5,0.6
MOD16A2GF_006_ET_500m_doy2002233_aid0001,ET_500m,aid0001,2002-08-21,66728.0,0.2,4.2,"(0.2,4.2)",0.5576834,0.1618117,0.026183,0.6,0.7,0.5,0.4,0.5
MOD16A2GF_006_ET_500m_doy2002241_aid0001,ET_500m,aid0001,2002-08-29,66728.0,0.4,5.1,"(0.4,5.1)",0.887545,0.1503881,0.0226166,0.9,1.0,0.9,0.7,0.8
MOD16A2GF_006_ET_500m_doy2002249_aid0001,ET_500m,aid0001,2002-09-06,66728.0,0.1,4.4,"(0.1,4.4)",0.4154598,0.1158164,0.0134134,0.4,0.4,0.4,0.4,0.4
MOD16A2GF_006_ET_500m_doy2002257_aid0001,ET_500m,aid0001,2002-09-14,66728.0,0.2,4.8,"(0.2,4.8)",0.4814606,0.1197031,0.0143288,0.5,0.6,0.5,0.3,0.4
MOD16A2GF_006_ET_500m_doy2002265_aid0001,ET_500m,aid0001,2002-09-22,66728.0,0.4,2.9,"(0.4,2.9)",1.0878477,0.2420736,0.0585996,1.2,1.6,1.1,0.5,0.9
MOD16A2GF_006_ET_500m_doy2002273_aid0001,ET_500m,aid0001,2002-09-30,66728.0,0.2,2.8,"(0.2,2.8)",0.4525986,0.1364284,0.0186127,0.5,0.6,0.5,0.3,0.4
MOD16A2GF_006_ET_500m_doy2002281_aid0001,ET_500m,aid0001,2002-10-08,66728.0,0.6,2.6,"(0.6,2.6)",1.3514731,0.3283363,0.1078047,1.5,1.9,1.3,0.8,1.2
